Mod:Item:MetaData, Localized Name
ganysnether:blazingCactoid, Blazing Cactoid
ganysnether:hellBush, Hell Bush
ganysnether:thermalSmelter, Thermal Smelter
ganysnether:horseArmourStand, Horse Armour Stand
ganysnether:extendedSpawner, Extended Spawner
ganysnether:focusedLavaCell, Focused Lava Cell
ganysnether:soulGlassPane0, Soul Glass Pane
ganysnether:soulGlassPane1, Soul Glass Brick Pane
ganysnether:blazeBlock, Blaze Block
RedstoneArsenal:Storage:0, Fluxed Electrum Block
RedstoneArsenal:Storage:1, Flux Crystal Block
MagicBees:magicbees.enchantedEarth, Enchanted Earth
MagicBees:hive:0, Curious Hive
MagicBees:hive:1, Unusual Hive
MagicBees:hive:2, Resonating Hive
MagicBees:effectJar, Bee Collector's Jar
MagicBees:magicApiary, Magic Apiary
MagicBees:manaAuraProvider, Mana Apiary Booster
MagicBees:visAuraProvider, Vis Apiary Booster
gendustry:fluid.Mutagen, Mutagen
gendustry:fluid.LiquidDNA, Liquid DNA
gendustry:fluid.Protein, Protein
gendustry:MutagenProducer, Mutagen Producer
gendustry:Mutatron, Mutatron
gendustry:IndustrialApiary, Industrial Apiary
gendustry:Imprinter, Genetic Imprinter
gendustry:Sampler, Genetic Sampler
gendustry:MutatronAdv, Advanced Mutatron
gendustry:Liquifier, Protein Liquifier
gendustry:Extractor, DNA Extractor
gendustry:Transposer, Genetic Transposer
gendustry:Replicator, Genetic Replicator
IronChest:BlockIronChest:0, Iron Chest
IronChest:BlockIronChest:1, Gold Chest
IronChest:BlockIronChest:2, Diamond Chest
IronChest:BlockIronChest:3, Copper Chest
IronChest:BlockIronChest:4, Silver Chest
IronChest:BlockIronChest:5, Crystal Chest
IronChest:BlockIronChest:6, Obsidian Chest
IronChest:BlockIronChest:7, DirtChest 9000!
JABBA:barrel, Better Barrel
LogisticsPipes:logisticsSolidBlock:0, Soldering Station
LogisticsPipes:logisticsSolidBlock:1, Logistics Power Junction
LogisticsPipes:logisticsSolidBlock:2, Logistics Security Station
LogisticsPipes:logisticsSolidBlock:3, Logistics Crafting Table
LogisticsPipes:logisticsSolidBlock:4, Logistics Fuzzy Crafting Table
LogisticsPipes:logisticsSolidBlock:5, Logistics Statistics Table
LogisticsPipes:logisticsSolidBlock:11, Logistics RF Power Provider
LogisticsPipes:logisticsSolidBlock:12, Logistics EU Power Provider
LogisticsPipes:logisticsPipeBlock, LogisticsPipes Pipe Block.name
ResonantEngine:syntheticPart, tile.resonant:syntheticPart.name
ResonantEngine:creativeBuilder, Creative Builder
ResonantEngine:infiniteFluid, Infinite Fluid
ResonantEngine:infiniteEnergy, Infinite Energy
MFFS:coercionDeriver, Coercion Deriver
MFFS:fortronCapacitor, Fortron Capacitor
MFFS:electromagneticProjector, Electromagnetic Projector
MFFS:biometricIdentifier, Biometric Identifier
MFFS:forceMobilizer, Force Mobilizer
MFFS:forceField, Force Field
NetherOres:tile.netherores.ore.0:0, Nether Coal Ore
NetherOres:tile.netherores.ore.0:1, Nether Diamond Ore
NetherOres:tile.netherores.ore.0:2, Nether Gold Ore
NetherOres:tile.netherores.ore.0:3, Nether Iron Ore
NetherOres:tile.netherores.ore.0:4, Nether Lapis Ore
NetherOres:tile.netherores.ore.0:5, Nether Redstone Ore
NetherOres:tile.netherores.ore.0:6, Nether Copper Ore
NetherOres:tile.netherores.ore.0:7, Nether Tin Ore
NetherOres:tile.netherores.ore.0:8, Nether Emerald Ore
NetherOres:tile.netherores.ore.0:9, Nether Silver Ore
NetherOres:tile.netherores.ore.0:10, Nether Lead Ore
NetherOres:tile.netherores.ore.0:11, Nether Uranium Ore
NetherOres:tile.netherores.ore.0:12, Nether Nikolite Ore
NetherOres:tile.netherores.ore.0:13, Nether Ruby Ore
NetherOres:tile.netherores.ore.0:14, Nether Peridot Ore
NetherOres:tile.netherores.ore.0:15, Nether Sapphire Ore
NetherOres:tile.netherores.ore.1:0, Nether Platinum Ore
NetherOres:tile.netherores.ore.1:1, Nether Ferrous Ore
NetherOres:tile.netherores.ore.1:2, Nether Pig Iron Ore
NetherOres:tile.netherores.ore.1:3, Nether Iridium Ore
NetherOres:tile.netherores.ore.1:4, Nether Osmium Ore
NetherOres:tile.netherores.ore.1:5, Nether Sulfur Ore
NetherOres:tile.netherores.ore.1:6, Nether Titanium Ore
NetherOres:tile.netherores.ore.1:7, Nether Mithril Ore
NetherOres:tile.netherores.ore.1:8, Nether Adamantium Ore
NetherOres:tile.netherores.ore.1:9, Nether Rutile Ore
NetherOres:tile.netherores.ore.1:10, Nether Tungsten Ore
NetherOres:tile.netherores.ore.1:11, Nether Amber Ore
NetherOres:tile.netherores.ore.1:12, Nether Tennantite Ore
NetherOres:tile.netherores.ore.1:13, Nether Salt Ore
NetherOres:tile.netherores.ore.1:14, Nether Saltpeter Ore
NetherOres:tile.netherores.ore.1:15, Nether Magnesium Ore
NetherOres:netherOresBlockHellfish, tile.netherores.hellfish.name
minechem:tile.chemicalDecomposer, Chemical Decomposer
minechem:tile.opticalMicroscope, Microscope
minechem:tile.chemicalSynthesizer, Chemical Synthesizer
minechem:tile.fusionWall:0, Fusion Wall
minechem:tile.fusionWall:1, Tungsten Plating
minechem:tile.ghostBlock:0, Ghost Block
minechem:tile.blueprintProjector, Blueprint Projector
minechem:tile.oreUranium, Uranium Ore
minechem:tile.leadChest, Leaded Chest
minechem:fluid.element.H.name, Hydrogen
minechem:fluid.element.He.name, Helium
minechem:fluid.element.Li.name, Lithium
minechem:fluid.element.Be.name, Beryllium
minechem:fluid.element.B.name, Boron
minechem:fluid.element.C.name, Carbon
minechem:fluid.element.N.name, Nitrogen
minechem:fluid.element.O.name, Oxygen
minechem:fluid.element.F.name, Fluorine
minechem:fluid.element.Ne.name, Neon
minechem:fluid.element.Na.name, Sodium
minechem:fluid.element.Mg.name, Magnesium
minechem:fluid.element.Al.name, Aluminium
minechem:fluid.element.Si.name, Silicon
minechem:fluid.element.P.name, Phosphorus
minechem:fluid.element.S.name, Sulfur
minechem:fluid.element.Cl.name, Chlorine
minechem:fluid.element.Ar.name, Argon
minechem:fluid.element.K.name, Potassium
minechem:fluid.element.Ca.name, Calcium
minechem:fluid.element.Sc.name, Scandium
minechem:fluid.element.Ti.name, Titanium
minechem:fluid.element.V.name, Vanadium
minechem:fluid.element.Cr.name, Chromium
minechem:fluid.element.Mn.name, Manganese
minechem:fluid.element.Fe.name, Iron
minechem:fluid.element.Co.name, Cobalt
minechem:fluid.element.Ni.name, Nickel
minechem:fluid.element.Cu.name, Copper
minechem:fluid.element.Zn.name, Zinc
minechem:fluid.element.Ga.name, Gallium
minechem:fluid.element.Ge.name, Germanium
minechem:fluid.element.As.name, Arsenic
minechem:fluid.element.Se.name, Selenium
minechem:fluid.element.Br.name, Bromine
minechem:fluid.element.Kr.name, Krypton
minechem:fluid.element.Rb.name, Rubidium
minechem:fluid.element.Sr.name, Strontium
minechem:fluid.element.Y.name, Yttrium
minechem:fluid.element.Zr.name, Zirconium
minechem:fluid.element.Nb.name, Niobium
minechem:fluid.element.Mo.name, Molybdenum
minechem:fluid.element.Tc.name, Technetium
minechem:fluid.element.Ru.name, Ruthenium
minechem:fluid.element.Rh.name, Rhodium
minechem:fluid.element.Pd.name, Palladium
minechem:fluid.element.Ag.name, Silver
minechem:fluid.element.Cd.name, Cadmium
minechem:fluid.element.In.name, Indium
minechem:fluid.element.Sn.name, Tin
minechem:fluid.element.Sb.name, Antimony
minechem:fluid.element.Te.name, Tellurium
minechem:fluid.element.I.name, Iodine
minechem:fluid.element.Xe.name, Xenon
minechem:fluid.element.Cs.name, Caesium
minechem:fluid.element.Ba.name, Barium
minechem:fluid.element.La.name, Lanthanum
minechem:fluid.element.Ce.name, Cerium
minechem:fluid.element.Pr.name, Praseodymium
minechem:fluid.element.Nd.name, Neodymium
minechem:fluid.element.Pm.name, Promethium
minechem:fluid.element.Sm.name, Samarium
minechem:fluid.element.Eu.name, Europium
minechem:fluid.element.Gd.name, Gadolinium
minechem:fluid.element.Tb.name, Terbium
minechem:fluid.element.Dy.name, Dysprosium
minechem:fluid.element.Ho.name, Holmium
minechem:fluid.element.Er.name, Erbium
minechem:fluid.element.Tm.name, Thulium
minechem:fluid.element.Yb.name, Ytterbium
minechem:fluid.element.Lu.name, Lutetium
minechem:fluid.element.Hf.name, Hafnium
minechem:fluid.element.Ta.name, Tantalum
minechem:fluid.element.W.name, Tungsten
minechem:fluid.element.Re.name, Rhenium
minechem:fluid.element.Os.name, Osmium
minechem:fluid.element.Ir.name, Iridium
minechem:fluid.element.Pt.name, Platinum
minechem:fluid.element.Au.name, Gold
minechem:fluid.element.Hg.name, Mercury
minechem:fluid.element.Tl.name, Thallium
minechem:fluid.element.Pb.name, Lead
minechem:fluid.element.Bi.name, Bismuth
minechem:fluid.element.Po.name, Polonium
minechem:fluid.element.At.name, Astatine
minechem:fluid.element.Rn.name, Radon
minechem:fluid.element.Fr.name, Francium
minechem:fluid.element.Ra.name, Radium
minechem:fluid.element.Ac.name, Actinium
minechem:fluid.element.Th.name, Thorium
minechem:fluid.element.Pa.name, Protactinium
minechem:fluid.element.U.name, Uranium
minechem:fluid.element.Np.name, Neptunium
minechem:fluid.element.Pu.name, Plutonium
minechem:fluid.element.Am.name, Americium
minechem:fluid.element.Cm.name, Curium
minechem:fluid.element.Bk.name, Berkelium
minechem:fluid.element.Cf.name, Californium
minechem:fluid.element.Es.name, Einsteinium
minechem:fluid.element.Fm.name, Fermium
minechem:fluid.element.Md.name, Mendelevium
minechem:fluid.element.No.name, Nobelium
minechem:fluid.element.Lr.name, Lawrencium
minechem:fluid.element.Rf.name, Rutherfordium
minechem:fluid.element.Db.name, Dubnium
minechem:fluid.element.Sg.name, Seaborgium
minechem:fluid.element.Bh.name, Bohrium
minechem:fluid.element.Hs.name, Hassium
minechem:fluid.element.Mt.name, Meitnerium
minechem:fluid.element.Ds.name, Darmstadtium
minechem:fluid.element.Rg.name, Roentgenium
minechem:fluid.element.Cn.name, Copernicium
minechem:fluid.element.Uut.name, Ununtrium
minechem:fluid.molecule.cellulose.name, Cellulose
minechem:fluid.molecule.carbonDioxide.name, Carbon Dioxide
minechem:fluid.molecule.nitrogenDioxide.name, Nitrogen Dioxide
minechem:fluid.molecule.toluene.name, Toluene
minechem:fluid.molecule.potassiumNitrate.name, Potassium Nitrate
minechem:fluid.molecule.tnt.name, Trinitrotoluene
minechem:fluid.molecule.siliconDioxide.name, Silicon Dioxide
minechem:fluid.molecule.calcicPyroxene.name, Calcic Pyroxene
minechem:fluid.molecule.pyrite.name, Pyrite
minechem:fluid.molecule.nepheline.name, Nepheline
minechem:fluid.molecule.sulfate.name, Sulfate (ion)
minechem:fluid.molecule.noselite.name, Noselite
minechem:fluid.molecule.sodalite.name, Sodalite
minechem:fluid.molecule.nitrate.name, Nitrate (ion)
minechem:fluid.molecule.carbonate.name, Carbonate (ion)
minechem:fluid.molecule.cyanide.name, Potassium Cyanide
minechem:fluid.molecule.phosphate.name, Phosphate (ion)
minechem:fluid.molecule.acetate.name, Acetate (ion)
minechem:fluid.molecule.chromate.name, Chromate (ion)
minechem:fluid.molecule.hydroxide.name, Hydroxide (ion)
minechem:fluid.molecule.ammonium.name, Ammonium (ion)
minechem:fluid.molecule.hydronium.name, Hydronium (ion)
minechem:fluid.molecule.peroxide.name, Peroxide (ion)
minechem:fluid.molecule.calciumOxide.name, Calcium Oxide
minechem:fluid.molecule.calciumCarbonate.name, Calcium Carbonate
minechem:fluid.molecule.magnesiumCarbonate.name, Magnesium Carbonate
minechem:fluid.molecule.lazurite.name, Lazurite
minechem:fluid.molecule.isoprene.name, Isoprene
minechem:fluid.molecule.butene.name, Butene
minechem:fluid.molecule.polyisobutylene.name, Polyisobutylene Rubber
minechem:fluid.molecule.malicAcid.name, Malic Acid
minechem:fluid.molecule.vinylChloride.name, Vinyl Chloride Monomer
minechem:fluid.molecule.polyvinylChloride.name, Polyvinyl Chloride
minechem:fluid.molecule.methamphetamine.name, Methamphetamine
minechem:fluid.molecule.psilocybin.name, Psilocybin
minechem:fluid.molecule.iron3oxide.name, Iron (III) Oxide
minechem:fluid.molecule.strontiumNitrate.name, Strontium Nitrate
minechem:fluid.molecule.magnetite.name, Magnetite
minechem:fluid.molecule.magnesiumOxide.name, Magnesium Oxide
minechem:fluid.molecule.cucurbitacin.name, Cucurbitacin
minechem:fluid.molecule.asparticAcid.name, Aspartic Acid
minechem:fluid.molecule.hydroxylapatite.name, Hydroxylapatite
minechem:fluid.molecule.alinine.name, Alanine
minechem:fluid.molecule.glycine.name, Glycine
minechem:fluid.molecule.serine.name, Serine
minechem:fluid.molecule.mescaline.name, Mescaline
minechem:fluid.molecule.methyl.name, Methyl (ion)
minechem:fluid.molecule.methylene.name, Methylene (ion)
minechem:fluid.molecule.memethacrylate.name, Methyl Methacrylate
minechem:fluid.molecule.pmma.name, Poly(methyl methacrylate)
minechem:fluid.molecule.redPigment.name, Cobalt(II) Nitrate
minechem:fluid.molecule.orangePigment.name, Potassium Dichromate
minechem:fluid.molecule.yellowPigment.name, Potassium Chromate
minechem:fluid.molecule.limePigment.name, Nickel(II) Chloride
minechem:fluid.molecule.lightbluePigment.name, Copper(II) Sulfate
minechem:fluid.molecule.purplePigment.name, Potassium Permanganate
minechem:fluid.molecule.greenPigment.name, Zinc Green
minechem:fluid.molecule.blackPigment.name, Carbon Black
minechem:fluid.molecule.whitePigment.name, Titanium Dioxide
minechem:fluid.molecule.metasilicate.name, Metasilicate
minechem:fluid.molecule.beryl.name, Beryl
minechem:fluid.molecule.ethanol.name, Ethyl Alcohol
minechem:fluid.molecule.amphetamine.name, Amphetamine
minechem:fluid.molecule.theobromine.name, Theobromine
minechem:fluid.molecule.starch.name, Starch
minechem:fluid.molecule.sucrose.name, Sucrose
minechem:fluid.molecule.pantherine.name, Pantherine
minechem:fluid.molecule.aluminiumOxide.name, Aluminium Oxide
minechem:fluid.molecule.fullrene.name, Carbon Nanotubes
minechem:fluid.molecule.valine.name, Valine
minechem:fluid.molecule.penicillin.name, Penicillin
minechem:fluid.molecule.testosterone.name, Testosterone
minechem:fluid.molecule.kaolinite.name, Kaolinite
minechem:fluid.molecule.fingolimod.name, Fingolimod
minechem:fluid.molecule.arginine.name, Arginine
minechem:fluid.molecule.shikimicAcid.name, Shikimic Acid
minechem:fluid.molecule.sulfuricAcid.name, Sulfuric Acid
minechem:fluid.molecule.glyphosate.name, Glyphosate
minechem:fluid.molecule.asprin.name, Aspirin
minechem:fluid.molecule.ddt.name, DDT
minechem:fluid.molecule.dota.name, DOTA
minechem:fluid.molecule.mycotoxin.name, T-2 Mycotoxin
minechem:fluid.molecule.salt.name, Salt
minechem:fluid.molecule.ammonia.name, Ammonia
minechem:fluid.molecule.nodularin.name, Nodularin
minechem:fluid.molecule.tetrodotoxin.name, Tetrodotoxin
minechem:fluid.molecule.thc.name, THC
minechem:fluid.molecule.mt.name, Methylcyclopentadienyl Manganese Tricarbonyl
minechem:fluid.molecule.buli.name, Tert-Butyllithium
minechem:fluid.molecule.plat.name, Chloroplatinic Acid
minechem:fluid.molecule.phosgene.name, Phosgene
minechem:fluid.molecule.aalc.name, Allyl Alcohol
minechem:fluid.molecule.hist.name, Diphenhydramine
minechem:fluid.molecule.pal2.name, Batrachotoxin
minechem:fluid.molecule.retinol.name, Retinol
minechem:fluid.molecule.xylitol.name, Xylitol
minechem:fluid.molecule.weedex.name, Aminocyclopyrachlor
minechem:fluid.molecule.xanax.name, Alprazolam
minechem:fluid.molecule.hcl.name, Hydrogen Chloride
minechem:fluid.molecule.cocaine.name, Cocaine
minechem:fluid.molecule.cocainehcl.name, Cocaine Hydrochloride
minechem:fluid.molecule.blueorgodye.name, Guaiazulene
minechem:fluid.molecule.redorgodye.name, Pelargonidin
minechem:fluid.molecule.purpleorgodye.name, Delphinidin
minechem:fluid.molecule.olivine.name, Olivine
minechem:fluid.molecule.metblue.name, Methylene Blue
minechem:fluid.molecule.meoh.name, Methyl Alcohol
minechem:fluid.molecule.lcd.name, Cholesteryl Benzoate
minechem:fluid.molecule.radchlor.name, Radium Chloride
minechem:fluid.molecule.caulerpenyne.name, Caulerpenyne
minechem:fluid.molecule.latropine.name, Hyoscyamine
minechem:fluid.molecule.gallicacid.name, Gallic Acid
minechem:fluid.molecule.glucose.name, Glucose
minechem:fluid.molecule.tannicacid.name, Tannic Acid
minechem:fluid.molecule.hperox.name, Hydrogen Peroxide
minechem:fluid.molecule.galliumarsenide.name, Gallium Arsenide
minechem:fluid.molecule.fibroin.name, Fibroin
minechem:fluid.molecule.aluminiumPhosphate.name, Aluminium Phosphate
minechem:fluid.molecule.potassiumOxide.name, Potassium Oxide
minechem:fluid.molecule.sodiumOxide.name, Sodium Oxide
minechem:fluid.molecule.plagioclaseAnorthite.name, Anorthite
minechem:fluid.molecule.plagioclaseAlbite.name, Albite
minechem:fluid.molecule.orthoclase.name, Orthoclase
minechem:fluid.molecule.biotite.name, Biotite
minechem:fluid.molecule.augite.name, Augite
minechem:fluid.molecule.talc.name, Talc
minechem:fluid.molecule.propane.name, Propane
minechem:fluid.molecule.peridot.name, Peridot
minechem:fluid.molecule.topaz.name, Topaz
minechem:fluid.molecule.zoisite.name, Zoisite
minechem:fluid.molecule.cysteine.name, Cysteine
minechem:fluid.molecule.threonine.name, Threonine
minechem:fluid.molecule.lysine.name, Lysine
minechem:fluid.molecule.methionine.name, Methionine
minechem:fluid.molecule.tyrosine.name, Tyrosine
minechem:fluid.molecule.histidine.name, Histidine
minechem:fluid.molecule.phenylalanine.name, Phenylalanine
minechem:fluid.molecule.glutamine.name, Glutamine
minechem:fluid.molecule.proline.name, Proline
minechem:fluid.molecule.leucine.name, Leucine
minechem:fluid.molecule.tryptophan.name, Tryptophan
minechem:fluid.molecule.isoleucine.name, Isoleucine
minechem:fluid.molecule.glutamates.name, Glutamic Acid
minechem:fluid.molecule.asparagine.name, Asparagine
minechem:fluid.molecule.keratin.name, Keratin
minechem:fluid.molecule.asbestos.name, Asbestos
minechem:fluid.molecule.lithiumHydroxide.name, Lithium Hydroxide
minechem:fluid.molecule.sodiumHydroxide.name, Sodium Hydroxide
minechem:fluid.molecule.potassiumHydroxide.name, Potassium Hydroxide
minechem:fluid.molecule.rubidiumHydroxide.name, Rubidium Hydroxide
minechem:fluid.molecule.cesiumHydroxide.name, Cesium Hydroxide
minechem:fluid.molecule.franciumHydroxide.name, Francium Hydroxide
minechem:fluid.molecule.hypophosphite.name, Hypophosphite
minechem:fluid.molecule.aluminiumHypophosphite.name, fluid.molecule.aluminiumHypophosphite.name
minechem:fluid.molecule.omphacite.name, Omphacite
minechem:fluid.molecule.silicate.name, Silicate
minechem:fluid.molecule.pyrope.name, Pyrope
minechem:fluid.molecule.almadine.name, Almandine
minechem:fluid.molecule.spessartine.name, Spessartine
minechem:fluid.molecule.redGarnet.name, Red Garnet
minechem:fluid.molecule.forsterite.name, Forsterite
minechem:fluid.molecule.chromite.name, Chromite
minechem:fluid.molecule.siliconOxide.name, Silicon Oxide
minechem:fluid.molecule.ironOxide.name, Iron Oxide
minechem:fluid.molecule.galliumOxide.name, Gallium Oxide
minechem:fluid.molecule.arsenicOxide.name, Arsenic Oxide
minechem:fluid.molecule.sulfurDioxide.name, Sulfur Dioxide
minechem:fluid.molecule.hydrogenSulfide.name, Hydrogen Sulfide
minechem:fluid.molecule.sodiumBisulfate.name, Sodium Bisulfate
minechem:fluid.molecule.sodiumSulfate.name, Sodium Sulfate
minechem:fluid.molecule.dimethyltryptamine.name, Dimethyltryptamine
minechem:fluid.molecule.oleicAcid.name, Oleic Acid
GalacticraftCore:tile.landingPad:0, Rocket Launch Pad
GalacticraftCore:tile.landingPad:1, Buggy Fueling Pad
GalacticraftCore:tile.landingPadFull, Rocket Launch Pad
GalacticraftCore:tile.unlitTorch, Torch
GalacticraftCore:tile.unlitTorchLit, Torch
GalacticraftCore:tile.breatheableAir, tile.breatheableAir.name
GalacticraftCore:tile.brightAir, tile.brightAir.name
GalacticraftCore:tile.brightBreathableAir, tile.brightBreathableAir.name
GalacticraftCore:tile.oxygenCollector, Oxygen Collector
GalacticraftCore:tile.oxygenCompressor:0, Oxygen Compressor
GalacticraftCore:tile.oxygenCompressor:4, Oxygen Decompressor
GalacticraftCore:tile.distributor, Oxygen Bubble Distributor
GalacticraftCore:tile.sealer, Oxygen Sealer
GalacticraftCore:tile.oxygenDetector, Oxygen Detector
GalacticraftCore:tile.oxygenPipe, Oxygen Pipe
GalacticraftCore:tile.refinery, Refinery
